Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,IL,2015,"12        ",Female,17,Left-Handed,157.5,22,160,1,Car,13,.396,58,"Martial Arts",1000,1000,1000,500,300,300,22,"Same length",70,80,"Ring finger",December,Summer,No,No,"Rice/Noodle dishes",Water,English,7,9,2,"Yes - other","Text messaging",150,150,4,1,10,5,25,0,8,8,3,10,11,2,Some,"Undergraduate degree","Rap/Hip hop",Fly,Happy,"Coach or club leader",Health
USA,IL,2014,"12        ",Male,17,Right-Handed,176,27,188,2,Car,15,.317,51,Running/Jogging,936,749,845,1000,957,963,27,"Same length",70,73,"Ring finger",April,Fall,No,No,"No favorite",Water,Science,8,9,4,"Yes - other","Text messaging",10,12,15,1,3,8,10,5,2,4,5,8,24,6,Some,Other,"Heavy metal",Invisibility,Happy,Other,Health
USA,IL,2019,"10        ",Male,16,Right-Handed,167,20,65,2,Walk,15,.28,,Other,900,900,900,"1,000","1,000","1,000",23,"Left foot",8.5,8.3,"Index finger",October,Winter,No,No,Meat,Water,History,9,9,4,"Yes - other","In person",70,60,2,0,1,10,6,9,7,2,1,14,0,1,Some,"Graduate degree",Other,Invisibility,Rich,Other,"Education/Youth development"
USA,IL,2016,"9         ",Female,14,Right-Handed,166,23,154,1,Car,14,0.404,67,Running/Jogging,200,300,400,100,"150 ",500,22,"Right foot",7,8,"Ring finger",June,Summer,Yes,No,Salads,Water,English,7,9,4,"Yes - other","Text messaging",23,20,20,2,6,2,12,1,4,2,3,8,0,0,"A lot","Graduate degree",Pop,Fly,Happy,Friend,Other
USA,IL,2018,"12        ",Female,18,,170,22.86,168,1,Walk,10,.42,30,Soccer,800,800,800,800,900,1000,22.86,"Same length",7,8,"Ring finger",December,Summer,Yes,No,Seafood,Water,English,7,9,5,"No internet connection","Text messaging",200,300,8,1,30,6,8,0,3,3,5,2,10,1,"A lot","Graduate degree",Pop,Fly,Happy,Relative,"Education/Youth development"
USA,IL,2016,"9         ",Female,15,Right-Handed,171,20,173,2,Car,15,.753,51,Soccer,900,800,700,700,750,800,21,"Left foot",70," 60","Index finger",March,Summer,Yes,No,Salads,Water,Languages,8,6,3,"Yes - broadband connection","Text messaging",10,10,48,1,10,75,10,0,15,2,2,9,0,1,"A lot","Graduate degree",Pop,Fly,Happy,Relative,Health
USA,IL,2018,"12        ",Female,18,Right-Handed,165,24,163,1,Car,10,.466,53,Golf,800,750,500,500,800,800,24,"Same length",70,74,"Ring finger",October,Summer,No,No,Fruit,Water,Other,7,9,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",50,50,15,5,5,15,8,0,50,20,10,10,10,2,"A lot","Graduate degree",Country,Telepathy,Happy,Relative,"Wildlife, animals"
USA,IL,2016,"9         ",Female,15,Right-Handed,165,24,164,3,Car,45,,,"Hockey (Ice)",,,,,,,23,"Right foot",8.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IL,2019,"10        ",Male,15,Right-Handed,165,25,165,2,Car,15,322,59,Soccer,957,476,401,455,251,1000,25,"Same length","7 1/2",7,"Index finger",May,Summer,No,No,"Rice/Noodle dishes",Water,"Computers and technology",7/8,10,4,"Yes - other","In person",56,70,"7 h",30m,10m,24h,24h,12h,12h,10h,24h,3h,0h,3h,Some,"Graduate degree",Other,Invisibility,Happy,"Sports person",Religious
USA,IL,2019,"10        ",Male,15,Right-Handed,6'0,3'0,3'0,1,Bus,30min,0.402,57,None,0,765,1000,1000,727,1000,,"Same length",22,22,"Same length",November,Spring,Yes,No,Soups,Juice,Other,9,13,4,"Yes - other","Text messaging",12,16,4,4,1,8,0,5,1,0,6,0,0,0,Some,"High school","Rock and roll",Invisibility,Rich,"Musician or singer",Health
USA,IL,2016,"9         ",Male,15,Right-Handed,182,25,180,1,Car,20,.844,59,Running/Jogging,800,900,1000,1000,950,1000,25,"Same length",850,700,"Index finger",December,Spring,Yes,No,"No favorite",Tea,Other,7.5,5,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",150,150,15,2,18,16,13,15,18,18,24,15,0,15,Some,"Graduate degree","Rock and roll","Super strength",Healthy,"Musician or singer",Health
USA,IL,2016,"9         ",Female,14,Left-Handed,157,17.5,154,2,Car,45,,.745,Rowing,600,700,50,60,1000,1000,17.5,"Same length",65,70,"Ring finger",August,Summer,No,No,Salads,Water,Languages,6,10,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",200,300,15,1,18,2,10,1,8,3,45,3,0,0,"A lot","Graduate degree",Pop,"Freeze time",Rich,Friend,Health
USA,IL,2015,"12        ",Male,17,Right-Handed,147.3,27.94,431.8,2,Car,10,.041,38,Soccer,0,0,0,1000,1000,500,27.94,"Same length",90,100,"Ring finger",January,Winter,No,No,Meat,Water,"Mathematics and statistics",6,12,4,"No internet connection","Text messaging",30,30,5,0,5,10,5,5,0,5,3,12,40,0,"A lot",Other,"Rap/Hip hop",Invisibility,Rich,Other,"Arts, culture, sports"
USA,IL,2016,"9         ",Female,15,Left-Handed,175,23,200,1,Car,"10 ",0.508,28,"Hockey (Field)",900,600,1000,800,100,200,22,"Right foot",8,7,"Index finger",December,Winter,Yes,No,Pizza/Pasta,Water,English,6,9,4,"Yes - broadband connection","Text messaging",50,100,20,2,14,20,1,3,10,3,18,9,6,1,"A lot","Graduate degree",Pop,"Freeze time",Happy,"Musician or singer",Health
USA,IL,2019,"10        ",Male,16,Right-Handed,75,167,154,2,Bus,10-15,0.434,40,Golf,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IL,2017,"12        ",Male,17,Right-Handed,181,28,184,2,Car,10,.352,39,Soccer,500,600,750,1000,1000,800,28,"Same length",70,77,"Ring finger",June,Summer,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)","Mathematics and statistics",6,10,6,"Yes - broadband connection","Text messaging",20,35,20,3,15,10,14,3,8,14,12,18,6,10,Some,"Graduate degree","Rap/Hip hop",Fly,Rich,"Sports person",Health
USA,IL,2014,"11        ",Male,16,Right-Handed,172,24.13,170,2,"Rail (Train/Tram/Subway)",90,0.388,45,Basketball,807,909,1000,1000,202,209,24.13,"Same length",76.2,82.55,"Ring finger",February,Spring,Yes,No,Meat,Water,History,8,11,5,"Yes - broadband connection","Cell phone",21,36,14,1,14,14,21,7,14,7,14,7,0,0,None,"Graduate degree","Rap/Hip hop",Fly,Happy,"Coach or club leader","International aid"
USA,IL,2014,"12        ",Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IL,2015,"12        ",Male,17,Right-Handed,190.5,30,190,1,Car,18,0.24,41,Basketball,0,0,0,100,10000,10000,30,"Same length",9,10,"Ring finger",May,Fall,No,No,Meat,Milk,"Computers and technology",7,3,5,,,,,,,,,,,,,,,,,,,,,,,
USA,IL,2016,"9         ",Female,15,Right-Handed,150,22,159.5,1,Car,30,0.508,34,Lacrosse,600,800,500,400,900,1000,23.5,"Left foot",80,80,"Same length",March,Summer,No,No,Meat,Juice,"Physical education",5,6,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",55,50,15,21,7,11,14,5,24,5,5,11,0,3,"A lot",Other,"Rap/Hip hop","Freeze time",Healthy,Other,Health
USA,IL,2014,"12        ",Female,32,Right-Handed,173,26,172,1,Car,5,0.413,39,Other,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IL,2017,"9         ",Male,14,Right-Handed,183,27,192,2,Car,10,0.245,25,Basketball,1000,900,1000,850,500,500,27,"Same length",80,90,"Same length",August,Fall,No,No,"No favorite",Water,"Mathematics and statistics",6,9,5,"Yes - broadband connection","Internet chat or instant messaging",50,80,6,1,12,8,10,10,4,6,6,1,8,12,Some,"Graduate degree",Other,"Freeze time",Happy,Other,Environment
USA,IL,2019,"10        ",Male,15,Left-Handed,162.5,70,69,1,Walk,15,5,10,Other,957,476,401,455,251,1000,69,"Same length",15,10,"Same length",May,Winter,No,No,Meat,Water,Music,6,4,8,"Yes - dial-up connection","Text messaging",100,100,5,3,5,5,5,5,5,5,5,5,5,5,"A lot",Other,"Rap/Hip hop",Telepathy,Rich,"Sports person",Health
USA,IL,2015,"12        ",Male,17,Right-Handed,178,27,185,2,Car,5,0.381,45,Soccer,800,750,500,500,1000,1000,27,"Same length",88,83,"Index finger",October,Summer,No,Yes,Meat,Juice,"Physical education",9,10,6,"Yes - other","Cell phone",100,400,8,0,5,10,13,3,1,2,2,1,5,2,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Rich,Relative,"International aid"
USA,IL,2017,"12        ",Female,17,Right-Handed,165,22,162,3,Car,15,0.514,41,Soccer,1000,332,235,369,988,1000,22,"Same length",71,73,"Ring finger",January,Fall,Yes,No,"Rice/Noodle dishes",Water,History,8.5,11,4,"Yes - other","Text messaging",50,50,7,1,15,9,2,0,15,4,5,2,15,3,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,Relative,"Education/Youth development"
USA,IL,2017,"12        ",Male,17,Right-Handed,177,27,180,1,Car,10,.311,87,Golf,0,0,0,0,300,1000,28,"Left foot",7,6,"Index finger",November,Fall,No,No,Meat,Milk,English,7,8,2,"Yes - broadband connection","Text messaging",15,20,4,.5,2,2,25,1,1,.5,5,6,0,2,"Very little","Graduate degree","Rap/Hip hop",Telepathy,Rich,"Sports person","Wildlife, animals"
USA,IL,2017,"12        ",Female,17,Right-Handed,157,25,150,1,Walk,15,0.408,37,Other,900,800,800,900,700,700,25,"Same length",7,7,"Same length",March,Summer,No,No,"Rice/Noodle dishes",Water,English,7,9,5,"Yes - broadband connection","Internet chat or instant messaging",50,50,10,3,2,2,10,0,20,10,60,0,0,2,Some,"Undergraduate degree","Rap/Hip hop",Telepathy,Rich,"Business person","Wildlife, animals"
USA,IL,2017,"9         ",Female,14,Right-Handed,150,22,154,2,Car,13,0.437,0.558,Soccer,800,600,900,825,300,650,21,"Right foot",85,79,"Index finger",July,Summer,No,No,"No favorite",Water,"Physical education",7,9,4,"Yes - broadband connection","In person",16,13,0,2,3,30,4,1,10,2,30,2,0,3,"Very little","Graduate degree","Rap/Hip hop",Telepathy,Healthy,Relative,Health
USA,IL,2017,"12        ",Female,16,Right-Handed,165,23,162,2,Car,15,0.393,54,Gymnastics,872,781,930,749,64,193,24,"Left foot",72,76,"Ring finger",October,Summer,Yes,No,Desserts,Water,"Mathematics and statistics",6,9,4,"Yes - broadband connection","Text messaging",15,23,5,0.5,30,10,8,0.5,5,2,7,3,4,2,"A lot","Undergraduate degree",Pop,"Freeze time",Happy,Relative,Health
USA,IL,2016,"9         ",Female,14,Right-Handed,152.4,23,148,1,Car,3,.445,40,Lacrosse,750,900,750,850,100,100,25,"Left foot",60,"45 ","Index finger",June,Summer,No,No,Breads/Sandwiches,Water,History,6,8,5,"Yes - other","Text messaging",50,53,16,1,12,12,20,1,10,12,9,4,1,2,"A lot",Other,"Rap/Hip hop","Freeze time",Happy,Relative,Health
USA,IL,2018,"12        ",Female,18,Right-Handed,64,25,63,2,Car,9,0.495,43,Walking/Hiking,800,1000,500,600,900,1000,24,"Right foot",7.2,7.6,"Ring finger",December,Summer,No,Yes,Fruit,Water,English,6,10,5,"Yes - broadband connection","Text messaging",500,800,8,1,15,20,15,0,40,30,70,80,5,5,"A lot","Graduate degree",Country,"Freeze time",Rich,Politician,Environment
USA,IL,2018,"12        ",Male,18,Right-Handed,,,,1,Car,13,.361,38,Gymnastics,786,460,166,401,48,107,,,,,"Index finger",April,Fall,No,No,Meat,Water,Science,8,7,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",50,50,5,0,1,10,10,5,10,10,3,2,0,2,"Very little","Undergraduate degree","Rock and roll",Fly,Happy,Relative,"International aid"
USA,IL,2014,"12        ",Female,32,,,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IL,2018,"12        ",Male,18,Ambidextrous,80,18,100,13,Boat,"30 ",2,10,Basketball,0,0,500,800,1000,1000,18,"Same length",19,19,"Same length",October,Summer,No,No,Pizza/Pasta,"Energy drink","Physical education",6,10,4,"Yes - dial-up connection","Text messaging",1000,1000,15,1,0,20,20,20,20,20,20,20,20,20,None,"Graduate degree",,,,,
USA,IL,2019,"10        ",Female,15,Right-Handed,5,23.5,155,2,Car,10,0.58,53,Walking/Hiking,1000,1000,1000,90,50,90,23.5,"Same length",7,7,"Same length",October,Fall,No,No,Other,Water,Art,8,5,5,"Yes - other","Text messaging",50,55,23,1,25,35,2,0,12,12,10,12,10,7,Some,"Graduate degree",Other,Invisibility,Happy,Relative,"International aid"
USA,IL,2017,"12        ",Male,17,Right-Handed,192,26.5,192,1,Car,7,.358,48,Running/Jogging,856,834,535,417,412,540,24,"Right foot",80,90,"Ring finger",October,Fall,No,No,"No favorite",Water,Music,8,9,4,"Yes - broadband connection","Internet chat or instant messaging",12,25,4,0,18,50,7.5,0,20,20,5,0,0,3,"Very little","Graduate degree",Jazz,Fly,Famous,Friend,"Arts, culture, sports"
USA,IL,2012,"12        ",Female,17,Right-Handed,166,24,156,1,Car,15,.281,36,Swimming,604,342,455,872,1000,1000,24,"Same length",70,65,"Index finger",June,Winter,No,No,"Rice/Noodle dishes",Water,Science,6,13,3,"Yes - broadband connection","Internet chat or instant messaging",24,21,20,3,4,3,0,20,40,60,60,5,2,2,Some,"Undergraduate degree",Techno/Electronic,Invisibility,Happy,Relative,Health
USA,IL,2019,"10        ",Female,15,Right-Handed,160,25,155,2,Bus,30,0.388,40,Basketball,1000,500,1000,500,800,1000,160,"Same length",7,7,"Same length",October,Fall,No,No,"No favorite",Water,History,5,8,5,"Yes - broadband connection","Text messaging",80,90,0,0,2,,,,,,,,,,,,,,,,
USA,IL,2019,"12        ",Male,17,Right-Handed,180,26,175,1,Car,5,.613,59,Tennis,200,400,50,700,800,800,25,"Right foot",78,81,"Ring finger",January,Fall,No,No,Meat,Milk,History,7,8.5,7,"Yes - broadband connection","In person",20,20,1,1,4,6,16,1,2,2,3,10,5,2,Some,"Graduate degree",Classical,Telepathy,Happy,"Doctor or nurse","Arts, culture, sports"
USA,IL,2017,"12        ",Male,17,Right-Handed,181,25,177,2,Car,8,.312,40,Soccer,428,198,1000,1000,1000,1000,25,"Same length",76.2,73,"Index finger",June,Fall,No,No,Poultry,Water,"Computers and technology",7,6,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",30,30,5,30,10,0,1,10,10,6,24.7,0,22,5,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,Relative,"Education/Youth development"
USA,IL,2016,"9         ",Female,15,Right-Handed,168,20,160,1,Car,10,.816,44,Soccer,900,800,600,800,1000,1000,19,"Right foot",50,55,"Ring finger",November,Summer,No,No,Meat,Water,"Computers and technology",8,12,5,"Yes - broadband connection",Other,50,75,10,0,3,1,20,5,3,1,10,10,0,1,"A lot","Graduate degree",Gospel,"Freeze time",Famous,"Sports person",Religious
USA,IL,2018,"12        ",Male,17,Ambidextrous,,23,165,2,Car,2,.363,29,Other,797,797,444,444,364,824,23,"Same length",75,82,"Ring finger",September,Fall,Yes,Yes,Pizza/Pasta,Water,Music,7,8.5,2,"Yes - other","Text messaging",8,8,2,4,6,3,0,15,20,20,20,30,35,15,"Very little","Undergraduate degree","Rock and roll",Telepathy,Rich,Actor,Health
USA,IL,2019,"12        ",Female,17,Right-Handed,,,,1,Bus,15,.468,.44,Tennis,80,289,48,535,273,503,,,,,"Index finger",July,Fall,No,No,Fruit,Juice,English,8,10,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",100,,,,,,,,,,,,,,,,,,,,
USA,IL,2019,"10        ",,15,Ambidextrous,162,26,72,2,"Rail (Train/Tram/Subway)",36,.5,49,Cycling,1000,476,1000,647,134,652,26,"Same length",85,85,"Same length",April,Winter,Yes,No,"No favorite","Soft drink (caffeinated)",Other,8,8,9,"Yes - other","Myspace, Facebook, other social networking sites, or blog",7,3,18,2,1,109,0,4,20,12,3,100,0,9,"A lot","Undergraduate degree",Other,,Healthy,Other,"Education/Youth development"
USA,IL,2019,"10        ",Female,15,Left-Handed,167.6,23,164.6,2,Bus,45,0.371,44,Soccer,0,2,1,5,10,10,24,"Left foot",65,60,"Index finger",June,Summer,No,No,Soups,Water,English,4,12,4,"Yes - other","In person",32,125,55,2,11,1,14,9,5,2,8,3,0,7,Some,"Graduate degree","Rhythm and blues (R&B)","Freeze time",Rich,"Coach or club leader","Arts, culture, sports"
USA,IL,2018,"12        ",Male,17,Ambidextrous,186,27,193,1,Car,6,0.336,60,Baseball/Softball,1000,950,900,750,700,800,27,"Same length",90,80,"Index finger",April,Fall,No,No,"No favorite",Water,Languages,7,8,3,"Yes - broadband connection","In person",320,350,24,1,5,64,7,11,20,40,45,30,0,5,Some,"Graduate degree",Other,"Freeze time",Happy,Other,"Arts, culture, sports"
USA,IL,2017,"12        ",Female,17,Right-Handed,170,21,174,2,Car,7,.454,37,Basketball,1000,1000,1000,199,198,1000,22,"Left foot",708,801,"Ring finger",February,Fall,No,No,Meat,Water,History,8,11,5,"Yes - broadband connection","Internet chat or instant messaging",10,8,10,6,20,2,2,0,9,4,8,3,0,5,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Rich,"Musician or singer",Environment
USA,IL,2018,"12        ",Male,17,Right-Handed,179,27,170,1,Car,5,.305,41,Soccer,500,200,400,700,800,900,27,"Same length",800,800,"Same length",October,Fall,No,No,Pizza/Pasta,Water,"Social studies",9,8,4,"Yes - broadband connection","Text messaging",50,50,10,0,20,3,6,0,10,6,15,5,40,5,Some,"Graduate degree",Other,Invisibility,Healthy,"Religious figure",Religious
USA,IL,2019,"10        ",Male,15,Left-Handed,70,13,79,1,Car,15,0.36,61,"Football (American)",700,750,1000,1000,0,100,13,"Same length",8,9,"Ring finger",September,Fall,No,No,Desserts,Water,"Physical education",8,12,7,"Yes - broadband connection","Internet chat or instant messaging",100,1000,48,20,1,56,12,28,1,56,56,2,0,4,"Very little","Some college","Rap/Hip hop","Freeze time",Healthy,Actor,Environment
USA,IL,2016,"9         ",Male,15,Right-Handed,185,28,178,1,Car,15,.728,39,"Hockey (Ice)",1000,599,700,200,0,200,27,"Right foot",95,100,"Ring finger",September,Winter,No,No,Meat,Milk,Science,8,9,5,"Yes - broadband connection","Cell phone",4,20,5,1,6,3,10,2,10,1,8,5,0,3,"A lot","Graduate degree",Classical,Invisibility,Rich,"Sports person",Health
USA,IL,2016,"9         ",Female,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IL,2019,"10        ",Female,15,Right-Handed,163,26,127,2,Car,15,0.372,59,Basketball,900,400,1000,1000,400,500,25,"Right foot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IL,2016,"9         ",Female,15,Right-Handed,167,22,170,1,Car,25,.836,61,Walking/Hiking,68,60,70,80,30,30,23,"Left foot",70,70.5,"Ring finger",September,Fall,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",7.5,7,5,"Yes - other",Other,10,10,8,1,8,8,8,10,10,4,10,10,2,2,Some,"Graduate degree",Country,Telepathy,Happy,Relative,"Wildlife, animals"
USA,IL,2019,"10        ",Female,15,Right-Handed,5'3,9.5,53,1,Bus,"20 0.",0.167,42,Soccer,555,500,575,580,0,200,8.5,,8.5,8.5,"Same length",March,Summer,Yes,No,Meat,"Soft drink (caffeinated)",History,8,5,6,"Yes - other","Internet chat or instant messaging",500,300,56,10,8,100,5,0,200,168,168,0,0,5,Some,"Some college","Rap/Hip hop","Super strength",Happy,Actor,"Wildlife, animals"
USA,IL,2016,"9         ",Male,15,Right-Handed,187,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IL,2015,"12        ",Male,17,Right-Handed,64,24,167,1,Bicycle,15,0.339,40,Other,500,500,500,519,203,280,24,"Same length",100,100,"Same length",May,Summer,No,No,Pizza/Pasta,Water,"Physical education",8,7,3,"Yes - other","Text messaging",100,100,28,7,14,14,28,3,124,168,3,14,16,14,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,"Coach or club leader","Wildlife, animals"
USA,IL,2019,"12        ",Female,17,Right-Handed,,,,1,Bus,15,.468,.44,Tennis,80,289,48,535,273,503,,,,,"Index finger",July,Fall,No,No,Fruit,Juice,English,8,10,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",100,,,,,,,,,,,,,,,,,,,,
USA,IL,2014,"12        ",Female,17,Right-Handed,175,24,155,1,Car,6,.423,50,Swimming,500,500,500,500,200,200,24,"Same length",73,76,"Ring finger",June,Summer,Yes,No,Fruit,Water,Other,3,6,4,"Yes - other","Cell phone",20,30,4,3,20,50,10,0,0,1,3,3,10,10,"A lot","Graduate degree",Country,"Freeze time",Healthy,Teacher,Health
USA,IL,2019,"10        ",Female,16,Right-Handed,160,25,154,2,Car,10,0.735,46,Baseball/Softball,10000,800,500,500,230,160,25,"Same length",65,70,"Ring finger",September,Fall,Yes,No,Breads/Sandwiches,Water,"Mathematics and statistics",5,8,3,"Yes - broadband connection","In person",100+,200+,10,15,4,8,2,0,0,105,60,20,0,10,Some,"Graduate degree","Rhythm and blues (R&B)","Freeze time",Happy,Relative,Environment
USA,IL,2015,"12        ",Female,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IL,2015,"12        ",Female,17,Right-Handed,162,25,167,2,Car,20,.31,42,Soccer,700,900,600,500,100,500,24,"Right foot",80,80,"Same length",June,Fall,Yes,No,Pizza/Pasta,Water,Art,7,9,5,"Yes - other","Text messaging",60,95,20,3,10,30,4,0,35,30,10,10,0,10,Some,"Undergraduate degree",Country,"Freeze time",Happy,Relative,"Education/Youth development"
USA,IL,2019,"12        ",Female,17,Right-Handed,165,26,170,1,Bus,15,.468,.44,Tennis,80,289,48,535,273,503,23,"Same length",15,16,"Ring finger",July,Fall,No,No,Fruit,Juice,English,8,10,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",100+,100+,20+,40+,15+,40+,10+,5,70+,40+,40+,50+,60+,30+,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,"Community leader or elder","Education/Youth development"
USA,IL,2017,"9         ",Female,14,Left-Handed,161.3,25.3,40.2,1,Walk,20,.757,47,Basketball,1000,1000,1000,1000,10,10,25.1,"Right foot",140,170,"Ring finger",August,Summer,No,No,Meat,Water,Languages,8.5,10,4,"Yes - other","Text messaging","9 ",50,6,1,12,6,8,4,2,1,10,6,10,1,"A lot","Graduate degree",Pop,Fly,Happy,Relative,Health
USA,IL,2012,"12        ",Female,18,Right-Handed,64,108,64,1,Bus,45,0.448,62,Bowling,0,0,50,50,100,1000,22.86,,0.7,0.7,"Same length",October,Fall,Yes,No,Pizza/Pasta,"Powdered drink","Mathematics and statistics",6,4,5,"Yes - other","Text messaging",1000,1000,8,20,5,7,0,1,12,12,6,2,0,1,Some,"Some college","Rhythm and blues (R&B)",Invisibility,Healthy,Relative,Health
USA,IL,2018,"12        ",Male,16,Right-Handed,178,27,180,2,Car,7,.402,45,"Martial Arts",652,583,460,765,866,1000,26,"Left foot",83,87,"Ring finger",April,Winter,No,Yes,Fruit,Coffee,Music,7.5,10,3,"Yes - other","Text messaging",200,200,20,10,15,10,5,10,5,5,5,5,20,5,"A lot","Graduate degree",Jazz,"Freeze time",Happy,Relative,"Wildlife, animals"
USA,IL,2016,"12        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,10,5,10,10,10,10,10,20,12,2,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,Friend,Health
USA,IL,2016,"9         ",Female,15,Right-Handed,174,25,164,1,Car,13,.557,36,"Hockey (Field)",700,900,1000,500,200,950,24,"Right foot",55,50,"Index finger",October,Fall,Yes,No,Pizza/Pasta,Water,Music,6,12,5,"Yes - broadband connection","Text messaging",50,200,18,3,18,10,15,0,2,3,10,18,9,3,"A lot","Graduate degree",Pop,Telepathy,Happy,Relative,Health
USA,IL,2017,"9         ",Male,15,Right-Handed,172,26,180,3,Car,10,.325,45,Other,659,400,555,769,600,999,27,"Left foot",100,90,"Index finger",September,Fall,No,No,"No favorite","Soft drink (non-caffeinated)","Computers and technology",6,2,5,"Yes - broadband connection","In person",10,15,1,2,3,10,2,5,.5,1,5,2,3,4,"Very little","Graduate degree",Other,Telepathy,Happy,Relative,Environment
USA,IL,2012,"11        ",Female,17,Right-Handed,165.1,23,164,1,Car,3,.343,53,Other,1000,800,800,600,500,600,23.5,"Left foot",75,80,"Ring finger",September,Fall,No,No,Desserts,Coffee,English,7,9,4,"Yes - broadband connection","In person",20,20,6,.5,10,2,20,0,2,2,10,2,0,2,"A lot","Graduate degree","Rock and roll","Freeze time",Happy,"Musician or singer","International aid"
USA,IL,2019,"10        ",Male,15,Right-Handed,165,25.4,172.5,2,Car,15,0.497,102,Basketball,1000,1000,1000,1000,866,877,25.4,"Same length",8,8,"Same length",June,Summer,No,No,Meat,"Soft drink (caffeinated)","Physical education",8,3-4,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",30,30,"1-2 h","1 h","3+ h","2+ h","2+ h","10+ h","5+ h ","3+ h","3+ h","10 m",0,"20 m","A lot","Graduate degree","Rap/Hip hop","Super strength",Happy,Friend,Health
USA,IL,2016,"9         ",Female,14,Right-Handed,164,24.7,173.6,1,Car,23,0.85,62,Dancing,100,200,300,300,500,500,24.8,"Left foot",7.5,7.6,"Ring finger",July,Summer,No,No,Pizza/Pasta,Water,English,8,10,4,"Yes - other","Text messaging",100,200,20,2,15,15,15,1,20,25,20,4,1,7,"A lot","Graduate degree",Pop,Fly,Healthy,"Musician or singer","Wildlife, animals"
USA,IL,2016,"9         ",Male,15,Right-Handed,173,24,178,1,Car,20,0.67,68,Basketball,950,900,700,800,750,1000,24,"Same length",95,90,"Index finger",March,Summer,Yes,No,"No favorite",Water,"Mathematics and statistics",7,8,4,"Yes - broadband connection","Text messaging",15,15,6,1,15,3,10,2,2,2,2,3,0,4,"Very little",Other,"Rap/Hip hop","Freeze time",Happy,Relative,Health
USA,IL,2015,"12        ",Female,17,Right-Handed,156,23,171,1,Car,14,.367,39,Other,700,1000,500,600,850,900,24,"Left foot",70,70,"Same length",March,Spring,No,No,Pizza/Pasta,Juice,Science,7,9,4,"Yes - broadband connection","Text messaging",100,130,10,0,12,25,10,5,10,10,20,10,0,1,Some,"Graduate degree",Pop,Fly,Healthy,Relative,Environment
